,url,id,type,meuble,host_name,price,ville,zipcode,quartier,nb_rooms,nb_bedrooms,surface,description,balcon,terrasse,jardin,surface_balcon,surface_terrasse,surface_jardin,exposition,cave,parking,garage,box,ascenseur,interphone,gardien,numero_etage,nb_etages,baignoire,douche,surface_salon,surface_salle_a_manger,DPE,GES,loyer_charges_comprises,charges_forfaitaires,complement_loyer,depot_garantie
10,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/217803991.htm,217803991,appartement,oui,héloïse,1280.0,paris,75011,,2,1.0,40.0,"agréable 2 pièces, meublé de 40m2, clair et calme . près de bastille et du rer nation. dans une rue calme, immeuble 1900 en pierre de taille, bien entretenu. sur cours et traversant. avec une entrée, une cuisine séparée et équipée, une grande fenêtre ; une chambre avec des grands placards ; un séjour avec un canapé club en cuir et placard. une salle de bain avec baignoire et une fenêtre. appartement fonctionnel avec 7 placards de rangement. chauffage et eau chaude par chaudière à gaz économique récente. local à vélos. a proximité immédiate de tous commerces, supermarchés, restaurants, un parc. près du métro, à 20 minutes du centre de paris en bus, du quartier du marais, du bois de vincennes. pas de colocation possible. loyer et charges comprises 1280 euros. merci de bien vouloir me laisser un message avec votre numéro de téléphone afin d'organiser une visite. pas de colocation.demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,non,non,non,3.0,3.0,oui,non,,,,,1280.0,80.0,,2000.0
11,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/219015423.htm,219015423,studio,oui,harcourt,2800.0,paris,75011,,1,,27.0,"studio contemporain et lumineux, entièrement rénové, meuble propose : une entrée, une pièce de vie avec lit de grande qualité, une cuisine aménagée et équipée, une salle d'eau avec wc. nombreux rangements.demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,non,non,non,1.0,3.0,oui,oui,,,,,2800.0,200.0,,3000.0
12,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/205890417.htm,205890417,appartement,oui,ronan decourty,1983.0,paris,75011,,2,1.0,45.0,"magnifique et lumineux appartement avec balcon filant deux pièces refait entièrement à neuf au printemps 2023.

situé en haut de la rue oberkampf (à 100m du métro ménilmontant).

orienté plein sud au 9e étage d’une résidence ultra-sécurisée et parfaitement silencieuse.

vue dégagée sur la tour eiffel, le panthéon et l’église saint sulpice.

tout équipé :
- cuisine (frigidaire, congélateur, four, lave-vaisselle)
- chambre (lit-coffre 160 avec matelas emma acheté en 2023)
- salon (canapé-lit tediber, table à manger, installation en cours d’un vidéo-projecteur et d’un écran)
- dressing indépendant, spacieux et éclairé
- salle de bain (douche, lavabo, machine à laver et possibilité d’installer un sèche-linge)
- un piano droit yamaha silent peut être laissé au locataire pour 80 euros par mois
- balcon filant disposant d’une vue dégagée sur paris

chauffage collectif et fibre.

disponible à partir de septembre 2023.demander plus d'informations au propriétaire",oui,non,non,,,,,non,non,non,non,oui,non,non,,,non,non,,,,,1983.0,183.0,,3966.0
13,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/210771521.htm,210771521,appartement,oui,maryvonne,1275.0,paris,75011,,2,1.0,27.0,"au 1er étage d'un petit immeuble, 75011 paris, ce splendide 27m2 entièrement rénové, vous accueillera pour un excellent séjour au coeur du 11ème arrondissement, proche du marais, de la place des vosges, de l'ile st louis et évidemment de la place de bastille.

ce typique et cosy 2 pièces vous charmera dès votre entrée par son entrée et séjour avec poutres apparentes, sa cuisine ouverte aménagée/équipée (hotte, plaque, four à micro-ondes, coin buanderie), satv 32 pouces (netflix, amazon, disney+, canal plus), et son grand canapé qui peut servir comme couchage avec une couette

coté salle de douche, une douche italienne, une large vasque et des toilettes.

enfin, la chambre avec placards et son lit 140cm vous permettra de vous détendre après une longue journée pour un repos bien mérité ;)

l'ensemble de l'appartement est équipé de volets pour votre tranquillité.

au calme et sur rue et cour privée, vous profiterez des nombreuses commodités autour de l'appartement (boulangerie-pâtisserie..)
demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,non,non,non,1.0,,non,non,,,,,1275.0,95.0,,2200.0
14,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/197742743.htm,197742743,appartement,oui,igor vujic,1500.0,paris,75011,,2,1.0,35.0,"magnifique appartement situé en face du palais des glaces à deux pas du canal saint martin et de la place de la république.
l'appartement entièrement meublé se compose d'une entrée, d'un salon, d'une chambre, d'une cuisine entièrement équipée, et d'une salle de bain avec baignoire.
l'appartement est magnifiquement bien desservi par les nombreuses lignes de métro et les bus. le quartier est très vivant et très sûr.
libre immédiatement. demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,oui,non,non,,,oui,non,,,,,1500.0,75.0,,2850.0
15,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/215447055.htm,215447055,appartement,oui,fabrice,1808.0,paris,75011,,2,,38.0,"paris 11e (75011)
2 pièces
1 chambre
38 m²

quartier bastille / marais.
très bel appartement meublé, équipé.
récemment refait à neuf, avec triple vitrage, silencieux et économe en énergie.
très lumineux, dernier étage (avec ascenseur) sans vis-à-vis, puits de lumière, plein ouest.
vue colonne de juillet, panthéon, tour montparnasse.
proche tous commerces, à quelques pas de la place de la bastille, au-dessus du marché richard-lenoir.
200 mètres de la place des vosges.
ascenseur, cagibi séparé, grande cave.
coup de cœur assuré !
1 808 € charges comprises.
disponible à partir du 1er mars 2024.

--

paris 11th arr. (75011)
1-bedroom apartment
38 m²

bastille / marais area.
most charming apartment, furnished & w/ appliances.
recently renovated, triple-pane windows, silent and energy-efficient.
full of light – top floor (with elevator), open outlook, skylight windows, facing west.
view bastille column, pantheon, tour montparnasse.
close to all shops & amenities, a few steps from place de la bastille, above the richard-lenoir open-air market.
walking distance (200 m) from place des vosges.
elevator, store cupboard, large cellar.
a unique opportunity!
eur 1,808 charges included
available from 1 march 2024.demander plus d'informations au propriétaire",non,non,non,,,,,oui,non,non,non,oui,non,non,,,non,non,,,,,1808.0,90.0,,3000.0
16,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/216991133.htm,216991133,studio,oui,pinabel,1300.0,paris,75011,,1,,26.0,"composé d'une entrée, d'un séjour, d'une chambre avec placards, d'une salle d'eau, avec wc et une cuisine aménagée et équipée (, plaques de cuisson, lave-vaisselle, micro-ondes, réfrigérateur/congélateur, possibilités d'installer un petit lave linge dans la salle d'eau).
 demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,non,non,non,0.0,0.0,oui,oui,,,,,1300.0,90.0,,1210.0
17,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/222566229.htm,222566229,appartement,oui,,2030.0,paris,75011,,3,2.0,59.0,"appartement typiquement parisien, pierres et poutres apparentes, lumineux, vue dégagée, double vitrage, calme.
au 3e étage avec ascenseur, l’appartement est composé de 2 grandes pièces : une chambre (avec lit-double 160 cm, matelas neuf, et rangements), un salon (avec canapé-lit), une petite chambre/bureau sur cour (idéal télétravail), une cuisine américaine équipée et une salle d'eau avec baignoire, toilettes et fenêtre.

idéalement situé entre bastille et république, à côté d'oberkampf, 10 minutes à pied du marais et du canal saint-martin, 3 pièces de 59 m2 , 3e étage avec ascenseur, quartier très bien desservi (lignes 5, 9 et 8). 

quartier très agréable avec toutes les commodités en bas de l’immeuble : commerces, restaurants, marché les jeudi et dimanche.

idéal couple / amené à faire du télétravail. 
visites le samedi 22 juin.
libre le 13 juillet.demander plus d'informations au propriétaire",non,non,non,,,,,oui,non,non,non,oui,non,non,3.0,4.0,oui,oui,,,,,2030.0,120.0,,2500.0
18,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/209500627.htm,209500627,appartement,oui,valentin tonti bernard,2614.0,paris,75011,,3,1.0,75.0,"je loue pour une période de 4 mois (1er janvier 2024 au 1 mai 2024) mon appartement. celui-ci a été entièrement refait par un architecte est fait 75m². il se situe à moins de 2 minutes à pieds de l'arrêt oberkampf et à 5 minutes à pieds du métro république. il se trouve au 2ème étage dans une copropriété très calme. il est extrêmement lumineux (oui mes photos ne sont pas révélatrices) et vraiment très agréable à vivre.

n'hésitez pas à me contacter par téléphone au 0** si cela vous intéresse.

belle journée à tous,

valentin
demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,oui,non,non,2.0,,non,non,,,,,2614.0,114.0,,5000.0
19,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/212675543.htm,212675543,appartement,oui,fabrice,1550.0,paris,75011,,2,1.0,36.0,"paris 11ème - quartier bastille / voltaire

appartement meublé composé d'un séjour avec cuisine équipée (lave linge, sèche linge, petit électroménagers nombreux..), d'une première chambre avec lit double, d'une deuxième chambre avec lit superposé et d'une salle de douche avec wc.

libre à partir de janvier 2024.demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,oui,non,non,,,non,non,,,,,1550.0,250.0,,1200.0
20,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/222052603.htm,222052603,appartement,oui,vtania,1950.0,paris,75011,,3,2.0,65.0,"location pour une courte durée du 1er juillet au 5 septembre 2024!!

bel appartement de 65 m2 de trois-pièces dont deux  grandes chambres .
idéalement situé boulevard voltaire à quelques pas de la place léon blum et de la  mairie du 11e arrondissement 

plusieurs métros sont à proximité à moins de 150 mètres , tout commerce à proximité.demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,non,non,non,5.0,6.0,oui,non,,,,,1950.0,150.0,,2000.0
21,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/219627019.htm,219627019,studio,oui,carlier,2300.0,paris,75011,,1,,60.0,"à la suite d'une mutation professionnelle à l’étranger, nous proposons à la location notre appartement de 60m² situé au 2étage entièrement rénové et meublé, doté d'un ascenseur neuf. cet espace de vie comprend deux chambres (parentale et une chambre enfants), une cuisine équipée, un wc séparé, ainsi qu'un salon lumineux agrémenté de poutres en bois apparentes et d'un parquet d'époque, offrant ainsi un charme authentique.

idéalement situé dans le très prisé 11ème arrondissement de paris, cet immeuble auquel nous sommes attachés se trouve dans un quartier des plus agréables.
loyer mensuel: 2100e + 200e charge
disponible à partir du mois de mai, nous organiserons des visites sur rendez-vous et sur présentation préalable d'un dossier complet.
la sous location est interdite.
nous vous remercions de votre compréhension et restons à votre disposition pour toute information supplémentairedemander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,oui,non,non,2.0,5.0,non,oui,,,,,2300.0,200.0,,2100.0
22,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/199736143.htm,199736143,appartement,oui,nicola pinarello,1900.0,paris,75011,,2,,35.0,"ce studio chaleureux et ensoleillé, anciennement un appartement de deux pièces, est situé dans une impasse paisible à proximité de tous les commerces et des stations de métro st maur et père lachaise. l'appartement est entièrement équipé et prêt à être occupé, avec un lit double et un canapé-lit pour un hébergement flexible.

la cuisine et la salle de bain sont modernes et comprennent des plaques à induction, un four et un micro-ondes. l'appartement est également équipé d'internet, d'une télévision et d'un téléphone. le chauffage électrique individuel et le double vitrage assurent un confort optimal.

l'appartement est dors et déjà disponible. le loyer mensuel est de 1900 euros toutes charges comprises, dont 200 euros de charges. les charges locatives sont récupérées sous forme de charges forfaitaires. un dépôt de garantie de 1200 euros est également requis.

ne manquez pas cette occasion de louer ce superbe studio idéalement situé et aménagé avec goût.demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,oui,non,non,,,oui,non,,,,,1900.0,200.0,,1200.0
23,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/221119105.htm,221119105,appartement,oui,sd,1450.0,paris,75011,,2,1.0,39.0,"paris xi - rue maillard - a louer dans le cadre d'un bail meuble- 2 pièces de 39 m² situé au 1er étage d'un immeuble bien entretenu. il est composé d'une entrée, d'une salle de séjour ouverte sur une cuisine équipée et aménagée, rangement, d'un coin nuit et d'une une salle de bains avec un wc. commerces à proximité.
loyer 1390 euros + 60 euros de charges = 1450 euros charges comprises.
dépôt de garantie : 2780 euros
 demander plus d'informations au propriétaire",non,non,non,,,,,oui,non,non,non,oui,non,non,1.0,6.0,oui,non,,,,,1450.0,60.0,,2780.0
24,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/nation-alexandre-dumas/222796939.htm,222796939,appartement,oui,frederic leblanc,970.0,paris,75011,,2,1.0,29.0,"appartement situé proche du métro oberkampf. 33 boulevard de charonne. d'une surface de 29m², au 2e étage sans ascenseur, il comporte : - chauffage et eau chaude collectif. - une cuisine équipée - une salle d'eau avec wc et machine à laver. - appartement lumineux. prix 970 e/mois charges comprises.demander plus d'informations au propriétaire",non,non,non,,,,,non,non,non,non,non,non,non,2.0,4.0,oui,oui,,,,,970.0,100.0,,1740.0
25,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/217413903.htm,217413903,appartement,oui,kevin,2000.0,paris,75011,,4,3.0,33.0,"appartement meublé 3 pièces 33,68 m² dans un immeuble de charme. agréable trois pièces meublé entièrement refait mansardé au 4eme étage avec ascenseur comprenant un séjour cuisine deux chambres, une salle d'eau avec wc coup de cœur assuré.demander plus d'informations au propriétaire",non,non,non,,,,,oui,non,non,oui,oui,non,non,4.0,6.0,oui,oui,,,,,2000.0,100.0,,2000.0
26,https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/222658933.htm,222658933,studio,oui,bastien sthub,1306.0,paris,75011,,1,,28.0,"dans un bel immeuble ancien et au sein d'une copropriété bien tenue, studio meublée avec beaucoup de charme (parquet ancien, hauteur sous plafond) et fonctionnel avec une cuisine entièrement équipée ouverte sur la pièce de vie, une salle de douche séparée ainsi qu'un grand dressing isolé. 

le bien est idéalement situé rue saint-hubert, une rue peu passante entre la rue saint-maur d'un coté, et l'avenue de la république de l'autre (arrêt de métro saint-maur), à proximité du square maurice gardette et du cœur du 11ème arrondissement.

système cpcu installé dans l'immeuble pour l'eau chaude et le chauffage assurant une consommation écologique et économique.

disponible fin août. demander plus d'informations au propriétaire",non,non,non,,,,,oui,non,non,non,oui,non,non,,6.0,non,oui,,,,,1306.0,150.0,,1306.0
